Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
92,D'Angelo Jimenez,21.268,Sep 15,Sep 29 2007,/54H,NYY,8.1,6-0,190,B,R,Dec 21 1977,Santo Domingo Distrito Nacional DO,Signed by the New York Yankees as an amateur free agent in 1994.,,Santo Domingo (Santo Domingo Dominican Republic),D'Angelo,jimend'01
93,Jacque Jones,24.045,Jun 9,Jun 10 2008,89/H7,MIN,11.6,5-10,175,L,L,Apr 25 1975,San Diego CA US,Drafted by the Minnesota Twins in the 2nd round of the 1996 amateur draft. Player signed August 6 1996.,University of Southern California (Los Angeles CA),San Diego HS (San Diego CA),Jacque Dewayne,jonesja05
94,Adam Kennedy,23.223,Aug 21,Sep 7 2012,4/H,STL,20.9,5-11,195,L,R,Jan 10 1976,Riverside CA US,Drafted by the St. Louis Cardinals in the 1st round (20th pick) of the 1997 amateur draft. Player signed June 18 1997.,California State University Northridge (Los Angeles CA),John W. North HS (Riverside CA),Adam Thomas,kennead01
95,Masao Kida,30.205,Apr 5,Aug 3 2005,1,DET,-0.4,6-3,210,R,R,Sep 12 1968,Kokubunji Tokyo JP,,,Nichidai Meisei HS (Japan),Masao,kidama01
96,Byung-Hyun Kim,20.130,May 29,Sep 28 2007,1,ARI,10.6,5-11,176,R,R,Jan 19 1979,Gwangju Gwangju KR,Signed by the Arizona Diamondbacks as an amateur free agent in 1999.,,Gwangju Jeil (Gwangju South Korea),Byung-Hyun,kimby01
97,Ray King,25.126,May 21,Apr 23 2008,1,CHC,5.3,6-1,225,L,L,Jan 15 1974,Chicago IL US,Drafted by the Cincinnati Reds in the 8th round of the 1995 amateur draft. Player signed June 2 1995.,Lambuth University (Jackson TN),Ripley HS (Ripley TN),Raymond Keith,kingra01
98,Billy Koch,24.142,May 5,Aug 26 2004,1,TOR,5.4,6-3,218,R,R,Dec 14 1974,Rockville Centre NY US,Drafted by the Toronto Blue Jays in the 1st round (4th pick) of the 1996 amateur draft. Player signed August 23 1996.,Clemson University (Clemson SC),West Babylon HS (West Babylon NY),William Christopher,kochbi01
99,Danny Kolb,24.067,Jun 4,Jun 20 2007,1,TEX,2.7,6-4,185,R,R,Mar 29 1975,Sterling IL US,Drafted by the Texas Rangers in the 6th round of the 1995 amateur draft. Player signed June 1 1995.,Sauk Valley Community College (Dixon IL) Illinois State University (Normal IL),Walnut HS (Walnut IL),Daniel Lee,kolbda01
100,David Lamb,23.310,Apr 12,Sep 29 2002,64H/D,TBD,-1.0,6-2,165,B,R,Jun 6 1975,West Hills CA US,Drafted by the Baltimore Orioles in the 2nd round of the 1993 amateur draft. Player signed July 23 1993.,,Newbury Park HS (Thousand Oaks CA),David Christian,lambda01
101,Jason LaRue,25.088,Jun 15,Aug 3 2010,2/H,CIN,8.9,5-11,200,R,R,Mar 19 1974,Houston TX US,Drafted by the Cincinnati Reds in the 5th round of the 1995 amateur draft. Player signed June 1 1995.,Northeast Texas Community College (Mount Pleasant TX) Dallas Baptist University (Dallas TX),Smithson Valley HS (Spring Branch TX),Michael Jason,larueja01
102,Brett Laxton,25.259,Jun 21,Jul 13 2000,/1,OAK,-0.6,6-2,205,L,R,Oct 5 1973,Stratford NJ US,Drafted by the Oakland Athletics in the 24th round of the 1996 amateur draft. Player signed June 19 1996.,Louisiana State University (Baton Rouge LA),Audubon HS (Audubon NJ),Brett William,laxtobr01
103,Carlos Lee,22.321,May 7,Oct 3 2012,7D/3H,CHW,28.3,6-2,270,R,R,Jun 20 1976,Aguadulce Cocle PA,Signed by the Chicago White Sox as an amateur free agent in 1994.,,Rodolfo Chiari (Aguadulce Panama),Carlos,leeca01
104,Corey Lee,24.241,Aug 24,Aug 24 1999,/1,TEX,-0.3,6-2,180,B,L,Dec 26 1974,Raleigh NC US,Drafted by the Texas Rangers in the 1st round (32nd pick) of the 1996 amateur draft. Player signed July 10 1996.,North Carolina State University (Raleigh NC),Clayton HS (Clayton NC),Corey Wayne,leeco01
105,David Lee,26.071,May 22,Apr 23 2004,1,COL,2.0,6-1,200,R,R,Mar 12 1973,Pittsburgh PA US,Drafted by the Colorado Rockies in the 23rd round of the 1995 amateur draft. Player signed June 4 1995.,Mercyhurst University (Erie PA),Langley HS (Pittsburgh PA),David Emmer,leeda01
106,Jeff Liefer,24.233,Apr 7,Sep 30 2005,37/HD9,CHW,-2.9,6-3,195,L,R,Aug 17 1974,Fontana CA US,Drafted by the Chicago White Sox in the 1st round (25th pick) of the 1995 amateur draft. Player signed August 18 1995.,California State University Long Beach (Long Beach CA),Upland HS (Upland CA),Jeffrey David,liefeje01
107,Ted Lilly,23.130,May 14,Jun 4 2013,/1,MON,27.1,6-0,195,L,L,Jan 4 1976,Lomita CA US,Drafted by the Los Angeles Dodgers in the 23rd round of the 1996 amateur draft. Player signed June 7 1996.,Fresno City College (Fresno CA),Yosemite HS (Oakhurst CA),Theodore Roosevelt,lillyte01
108,Mike Lincoln,23.362,Apr 7,May 31 2010,1,MIN,-0.2,6-2,211,R,R,Apr 10 1975,Carmichael CA US,Drafted by the Minnesota Twins in the 13th round of the 1996 amateur draft. Player signed June 9 1996.,American River College (Sacramento CA) University of Tennessee (Knoxville TN),Casa Roble Fundamental HS (Orangevale CA),Michael George,lincomi01
109,Cole Liniak,23.011,Sep 3,Apr 5 2000,5/H,CHC,-0.7,6-1,181,R,R,Aug 23 1976,Encinitas CA US,Drafted by the Boston Red Sox in the 7th round of the 1995 amateur draft. Player signed July 22 1995.,,San Dieguito HS Academy (Encinitas CA),Cole Edward,liniaco01
110,Steve Lomasney,22.055,Oct 3,Oct 3 1999,/2,BOS,0.1,6-0,185,R,R,Aug 9 1977,Melrose MA US,Drafted by the Boston Red Sox in the 5th round of the 1995 amateur draft. Player signed June 29 1995.,,Peabody Veterans Memorial HS (Peabody MA),Steven James,lomasst01
111,Terrence Long,23.000,Apr 14,Jun 5 2006,/H,NYM,5.3,6-1,190,L,L,Feb 29 1976,Montgomery AL US,Drafted by the New York Mets in the 1st round (20th pick) of the 1994 amateur draft. Player signed June 16 1994.,,Millbrook HS (Millbrook AL) Stanhope Elmore HS (Millbrook AL),Terrence Deon,longte01
112,David Lundquist,25.306,Apr 6,Jun 28 2002,1,CHW,-0.8,6-2,200,R,R,Jun 4 1973,Beverly MA US,Drafted by the Chicago White Sox in the 5th round of the 1993 amateur draft. Player signed June 5 1993.,Cochise College (Douglas AZ) University of Nevada Las Vegas (Paradise NV),Carson HS (Carson City NV),David Bruce,lundqda01
113,José Macias,27.107,May 12,Oct 2 2005,/H4,DET,1.9,5-10,173,B,R,Jan 25 1972,Panama Panama PA,Signed by the Montreal Expos as an amateur free agent in 1992.,,Instituto Technologico Baru (Panama Panama),José Prado,maciajo01
114,Dámaso Marte,24.136,Jun 30,Jul 7 2010,/1,SEA,10.2,6-2,215,L,L,Feb 14 1975,Santo Domingo Distrito Nacional DO,Signed by the Seattle Mariners as an amateur free agent in 1992.,,San Carlos (San Carlos Dominican Republic),Dámaso,marteda01
115,Onan Masaoka,21.160,Apr 5,Sep 30 2000,1,LAD,0.7,6-0,188,R,L,Oct 27 1977,Hilo HI US,Drafted by the Los Angeles Dodgers in the 3rd round of the 1995 amateur draft. Player signed June 4 1995.,,Hilo HS (Hilo HI) Waiakea HS (Waiakea HI),Onan Kainoa Satoshi,masaoon01
116,Rubén Mateo,21.122,Jun 12,Aug 21 2004,8/DH,TEX,0.0,6-0,170,R,R,Feb 10 1978,San Cristobal San Cristobal DO,Signed by the Texas Rangers as an amateur free agent in 1994.,,Liceo Jose Manuel Maria Balance (San Cristobal Dominican Republic),Rubén Amaury,mateoru01
117,Pascual Matos,24.139,May 11,Aug 9 1999,/2H,ATL,-0.2,6-2,180,R,R,Dec 23 1974,Barahona Barahona DO,Signed by the Atlanta Braves as an amateur free agent in 1992.,,Barahona (Barahona Dominican Republic),Pascual,matospa01
118,Gary Matthews,24.283,Jun 4,Jun 2 2010,H/978,SDP,14.2,6-3,200,B,R,Aug 25 1974,San Francisco CA US,Drafted by the San Diego Padres in the 13th round of the 1993 amateur draft. Player signed May 25 1994.,Mission College (Santa Clara CA),Granada Hills HS (Granada Hills CA),Gary Nathaniel,matthga02
119,Joe Mays,23.118,Apr 7,Jul 22 2006,1,MIN,9.4,6-1,160,B,R,Dec 10 1975,Flint MI US,Drafted by the Seattle Mariners in the 6th round of the 1994 amateur draft. Player signed May 24 1995.,State College of Florida Manatee-Sarasota (Bradenton FL),Southeast HS (Bradenton FL),Joseph Emerson,maysjo01
120,John McDonald,24.283,Jul 4,Sep 28 2014,/4H6,CLE,6.4,5-9,185,R,R,Sep 24 1974,New London CT US,Drafted by the Cleveland Indians in the 12th round of the 1996 amateur draft. Player signed June 5 1996.,University of Connecticut at Avery Point (Groton CT) Providence College (Providence RI),East Lyme HS (East Lyme CT),John Joseph,mcdonjo03
121,Kevin McGlinchy,21.281,Apr 5,Sep 28 2000,1,ATL,1.5,6-5,220,R,R,Jun 28 1977,Malden MA US,Drafted by the Atlanta Braves in the 5th round of the 1995 amateur draft. Player signed May 27 1996.,College of Central Florida (Ocala FL),Malden HS (Malden MA),Kevin Michael,mcglike01
122,Brian McNichol,25.110,Sep 7,Sep 30 1999,/1,CHC,-0.1,6-6,215,L,L,May 20 1974,Fairfax VA US,Drafted by the Chicago Cubs in the 2nd round of the 1995 amateur draft. Player signed July 13 1995.,James Madison University (Harrisonburg VA),Gar-Field HS (Woodbridge VA),Brian David,mcnicbr01
123,Gil Meche,20.301,Jul 6,Oct 3 2010,1,SEA,16.8,6-3,180,R,R,Sep 8 1978,Lafayette LA US,Drafted by the Seattle Mariners in the 1st round (22nd pick) of the 1996 amateur draft. Player signed June 9 1996.,,Acadiana HS (Lafayette LA) Scott HS (Scott LA),Gilbert Allen,mechegi01
124,Frank Menechino,28.242,Sep 6,Oct 2 2005,/H6D5,OAK,5.3,5-9,175,R,R,Jan 7 1971,Staten Island NY US,Drafted by the Chicago White Sox in the 45th round of the 1993 amateur draft. Player signed June 6 1993.,Gulf Coast State College (Panama City FL) University of Alabama (Tuscaloosa AL),Susan E. Wagner HS (Staten Island NY),Frank,menecfr01
125,Chad Meyers,23.363,Aug 6,Sep 28 2003,4/87H,CHC,-1.3,6-0,190,R,R,Aug 8 1975,Omaha NE US,Drafted by the Chicago Cubs in the 5th round of the 1996 amateur draft. Player signed June 7 1996.,Creighton University (Omaha NE),Daniel J. Gross Catholic HS (Bellevue NE),Chad William,meyerch02
126,Wade Miller,22.297,Jul 7,Apr 22 2007,/1,HOU,14.6,6-2,185,R,R,Sep 13 1976,Reading PA US,Drafted by the Houston Astros in the 20th round of the 1996 amateur draft. Player signed June 6 1996.,Alvernia University (Reading PA),Brandywine Heights HS (Topton PA),Wade Thomas,millewa04
127,Gabe Molina,23.363,May 1,May 26 2003,1,BAL,-0.6,5-11,190,R,R,May 3 1975,Denver CO US,Drafted by the Baltimore Orioles in the 21st round of the 1996 amateur draft. Player signed June 8 1996.,Trinidad State College (Trinidad CO) Yavapai College (Prescott AZ) Arizona State University (Tempe AZ),John F. Kennedy HS (Denver CO),Cruz Gabriel,molinga01
128,José Molina,24.095,Sep 6,Sep 28 2014,2,CHC,3.1,6-0,250,R,R,Jun 3 1975,Bayamon PR,Drafted by the Chicago Cubs in the 14th round of the 1993 amateur draft. Player signed June 7 1993.,,Ladislao Martinez HS (Vega Alta Puerto Rico) Maestro Ladi (Vega Alta Puerto Rico),José Benjamin,molinjo01
129,Melvin Mora,27.117,May 30,Jun 29 2011,7H8/9456,NYM,28.3,5-11,200,R,R,Feb 2 1972,Agua Negra Yaracuy VE,Signed by the Houston Astros as an amateur free agent in 1991.,,Libertador (Valencia Venezuela),Melvin,morame01
130,Orber Moreno,22.028,May 25,Jul 22 2004,/1,KCR,0.2,6-3,225,R,R,Apr 27 1977,Caracas Distrito Federal VE,Signed by the Kansas City Royals as an amateur free agent in 1993.,,Luisa Caceres (Venezuela),Orber,morenor01
131,Jim Morris,35.242,Sep 18,May 9 2000,/1,TBD,-0.1,6-3,215,L,L,Jan 19 1964,Brownwood TX US,Drafted by the Milwaukee Brewers in the 1st round (4th pick) of the 1983 amateur draft (January Secondary).,Angelo State University (San Angelo TX) Paris Junior College (Paris TX) Ranger College (Ranger TX),Brownwood HS (Brownwood TX),James Samuel,morrija03
132,Warren Morris,25.084,Apr 5,Sep 28 2003,*4/H,PIT,2.9,5-11,190,L,R,Jan 11 1974,Alexandria LA US,Drafted by the Texas Rangers in the 5th round of the 1996 amateur draft. Player signed August 22 1996.,Louisiana State University (Baton Rouge LA),Bolton HS (Alexandria LA),Warren Randall,morriwa02
133,Guillermo Mota,25.281,May 2,Oct 2 2012,1,MON,5.9,6-6,240,R,R,Jul 25 1973,San Pedro de Macoris San Pedro de Macoris DO,Signed by the New York Mets as an amateur free agent in 1990.,,Jose Joaquin Perez School (Santo Domingo Dominican Republic),Guillermo,motagu01
134,Peter Munro,23.296,Apr 6,Oct 1 2004,1,TOR,0.6,6-2,200,R,R,Jun 14 1975,Flushing NY US,Drafted by the Boston Red Sox in the 6th round of the 1993 amateur draft. Player signed May 24 1994.,Northwest Florida State College (Niceville FL) Okaloosa-Walton College (Niceville FL),Benjamin N. Cardozo HS (Bayside NY),Peter Daniel,munrope01
135,Calvin Murray,27.327,Jun 22,Oct 1 2004,/H87,SFG,2.1,5-11,190,R,R,Jul 30 1971,Dallas TX US,Drafted by the San Francisco Giants in the 1st round (7th pick) of the 1992 amateur draft. Player signed November 22 1992.,University of Texas at Austin (Austin TX),Warren T. White HS (Dallas TX),Calvin Duane,murraca01
136,Dan Murray,25.261,Aug 9,Sep 30 2000,/1,NYM,-0.1,6-1,193,R,R,Nov 21 1973,Los Alamitos CA US,Drafted by the New York Mets in the 10th round of the 1995 amateur draft. Player signed June 8 1995.,San Diego State University (San Diego CA),Pacifica HS (Garden Grove CA),Daniel Saffle,murrada02
137,Aaron Myette,21.346,Sep 7,Sep 27 2004,/1,CHW,-2.6,6-4,195,R,R,Sep 26 1977,New Westminster BC CA,Drafted by the Chicago White Sox in the 1st round (43rd pick) of the 1997 amateur draft. Player signed June 5 1997.,Central Arizona College (Coolidge AZ) University of Washington (Seattle WA),Johnston Heights HS (Surrey BC),Aaron Kenneth,myettaa01
138,Joe Nathan,24.150,Apr 21,Sep 27 2016,1,SFG,26.7,6-4,230,R,R,Nov 22 1974,Houston TX US,Drafted by the San Francisco Giants in the 6th round of the 1995 amateur draft. Player signed June 2 1995.,State University of New York at Stony Brook (Stony Brook NY),Pine Bush Central HS (Pine Bush NY),Joseph Michael,nathajo01
139,David Newhan,25.270,Jun 4,Sep 28 2008,4H/35,SDP,0.8,5-10,180,L,R,Sep 7 1973,Fullerton CA US,Drafted by the Oakland Athletics in the 17th round of the 1995 amateur draft. Player signed June 9 1995.,Cypress College (Cypress CA) Georgia Institute of Technology (Atlanta GA) Pepperdine University (Malibu CA),Esperanza HS (Anaheim CA),David Matthew,newhada01
140,Alan Newman,29.224,May 14,Jun 26 2000,1,TBD,-0.2,6-6,240,L,L,Oct 2 1969,La Habra CA US,Drafted by the Minnesota Twins in the 2nd round of the 1988 amateur draft. Player signed June 4 1988.,Fullerton College (Fullerton CA),La Habra HS (La Habra CA),Alan Spencer,newmaal02
141,Tomo Ohka,23.123,Jul 19,Oct 4 2009,/1,BOS,11.3,6-1,205,B,R,Mar 18 1976,Kyoto Kyoto JP,,,Kyoto Seisho HS (Japan),Tomokazu,ohkato01
142,Ramón Ortiz,26.088,Aug 19,Jun 2 2013,/1,ANA,4.4,6-0,175,R,R,May 23 1973,Cotui Sanchez Ramirez DO,Signed by the California Angels as an amateur free agent in 1995.,,8th Intermedian (Cotui Dominican Republic),Ramón Diógenes,ortizra02
143,Vicente Padilla,21.275,Jun 29,Oct 2 2012,/1,ARI,11.4,6-0,230,R,R,Sep 27 1977,Chinandega Chinandega NI,Signed by the Arizona Diamondbacks as an amateur free agent in 1998.,,Ruben Dario (Ruben Dario Puerto Rico),Vicente,padilvi01
144,Josh Paul,24.111,Sep 7,Sep 26 2007,/2,CHW,0.2,6-1,185,R,R,May 19 1975,Evanston IL US,Drafted by the Chicago White Sox in the 2nd round of the 1996 amateur draft. Player signed June 25 1996.,Vanderbilt University (Nashville TN),Buffalo Grove HS (Buffalo Grove IL),Joshua William,pauljo01
145,Jesús Peña,24.152,Aug 7,Oct 1 2000,1,CHW,-0.2,6-0,170,L,L,Mar 8 1975,Santo Domingo Distrito Nacional DO,Signed by the Pittsburgh Pirates as an amateur free agent in 1993.,,Santo Domingo (Santo Domingo Dominican Republic),Jesús,penaje01
146,Juan Peña,21.315,May 8,May 14 1999,/1,BOS,0.8,6-5,210,R,R,Jun 27 1977,Santo Domingo Distrito Nacional DO,Drafted by the Boston Red Sox in the 27th round of the 1995 amateur draft. Player signed June 3 1995.,Miami Dade College Wolfson Campus (Miami FL),Miami Senior HS (Miami FL),Juan Francisco,penaju01
147,Dan Perkins,24.023,Apr 7,Oct 2 1999,1,MIN,-0.3,6-2,193,R,R,Mar 15 1975,Miami FL US,Drafted by the Minnesota Twins in the 2nd round of the 1993 amateur draft. Player signed June 15 1993.,,Westminster Christian School (Miami FL),Daniel Lee,perkida01
148,Chris Petersen,28.200,May 25,Jun 4 1999,/4H6,COL,0.0,5-11,180,R,R,Nov 6 1970,Boston MA US,Drafted by the Chicago Cubs in the 9th round of the 1992 amateur draft. Player signed June 10 1992.,Georgia Southern University (Statesboro GA),Southington HS (Southington CT),Christopher Ronald,peterch02
149,Kyle Peterson,23.101,Jul 19,Jul 5 2001,1,MIL,0.3,6-3,215,L,R,Apr 9 1976,Elkhorn NE US,Drafted by the Milwaukee Brewers in the 1st round (13th pick) of the 1997 amateur draft. Player signed July 20 1997.,Stanford University (Palo Alto CA),Creighton Preparatory School (Omaha NE),Kyle Johnathan,peterky01
150,Ben Petrick,22.147,Sep 1,Sep 28 2003,2,COL,0.5,6-0,195,R,R,Apr 7 1977,Salem OR US,Drafted by the Colorado Rockies in the 2nd round of the 1995 amateur draft. Player signed August 9 1995.,,Glencoe HS (Hillsboro OR),Benjamin Wayne,petribe01
151,Jason Phillips,25.014,Apr 5,May 24 2003,/1,PIT,-0.1,6-6,225,R,R,Mar 22 1974,Williamsport PA US,Drafted by the Pittsburgh Pirates in the 14th round of the 1992 amateur draft. Player signed July 30 1992.,,Hughesville HS (Hughesville PA),Jason Charles,phillja03
152,Bo Porter,26.308,May 9,Aug 7 2001,7H/89,CHC,-0.6,6-2,195,R,R,Jul 5 1972,Newark NJ US,Drafted by the Chicago Cubs in the 40th round of the 1993 amateur draft. Player signed August 3 1993.,University of Iowa (Iowa City IA),Weequahic HS (Newark NJ),Marquis Donnell,portebo03
153,Mike Porzio,26.323,Jul 9,Jul 26 2003,1,COL,-0.1,6-3,190,L,L,Aug 20 1972,Waterbury CT US,Signed by the Chicago Cubs as an amateur free agent in 1993.,Villanova University (Villanova PA) Western Connecticut State University (Danbury CT),Fairfield College Preparatory School (Fairfield CT),Lawrence Michael,porzimi01
154,Lou Pote,27.355,Aug 11,Jun 9 2004,1,ANA,3.1,6-3,200,R,R,Aug 21 1971,Evergreen Park IL US,Drafted by the San Francisco Giants in the 29th round of the 1990 amateur draft. Player signed May 14 1991.,Kishwaukee College (Malta IL),De La Salle Institute (Chicago IL),Louis William,potelo01
155,Mark Quinn,25.116,Sep 14,Jun 7 2002,7/DH9,KCR,3.3,6-1,175,R,R,May 21 1974,La Mirada CA US,Drafted by the Kansas City Royals in the 11th round of the 1995 amateur draft. Player signed June 1 1995.,Rice University (Houston TX),William P. Clements HS (Sugar Land TX),Mark David,quinnma01
156,Rob Radlosky,25.138,May 25,Jun 22 1999,/1,MIN,-0.5,6-2,192,R,R,Jan 7 1974,West Palm Beach FL US,Drafted by the Minnesota Twins in the 22nd round of the 1993 amateur draft. Player signed May 21 1994.,College of Central Florida (Ocala FL) County College of Morris (Randolph NJ),Lake Worth Community HS (Lake Worth FL),Robert Vincent,radloro01
157,Steve Rain,24.045,Jul 17,Sep 29 2000,1,CHC,-0.3,6-6,250,R,R,Jun 2 1975,Los Angeles CA US,Drafted by the Chicago Cubs in the 11th round of the 1993 amateur draft. Player signed July 5 1993.,,Walnut HS (Walnut CA),Steven Nicholas,rainst01
158,Héctor Ramírez,27.256,Aug 28,May 26 2000,1,MIL,0.3,6-3,218,R,R,Dec 15 1971,El Seibo El Seibo DO,Signed by the New York Mets as an amateur free agent in 1988.,,El Seybo (El Seybo Dominican Republic),Héctor Bienvenido,ramirhe01
159,Julio Ramírez,22.031,Sep 10,Oct 2 2005,8/H,FLA,-0.8,5-11,195,R,R,Aug 10 1977,San Juan de la Maguana San Juan DO,Signed by the Florida Marlins as an amateur free agent in 1993.,,Santo Domingo (Santo Domingo Dominican Republic),Julio Cesar,ramirju02
160,Robert Ramsay,25.267,Aug 27,Sep 30 2000,/1,SEA,0.8,6-5,230,L,L,Dec 3 1973,Vancouver WA US,Drafted by the Boston Red Sox in the 7th round of the 1996 amateur draft. Player signed June 15 1996.,Washington State University (Pullman WA),Mountain View HS (Vancouver WA),Robert Arthur,ramsaro01
161,Ken Ray,24.225,Jul 10,Sep 30 2006,1,KCR,-0.1,6-2,200,R,R,Nov 27 1974,Atlanta GA US,Drafted by the Kansas City Royals in the 18th round of the 1993 amateur draft. Player signed June 4 1993.,,Roswell HS (Roswell GA),Kenneth Alan,rayke01
162,Mark Redman,25.200,Jul 24,Jul 13 2008,/1,MIN,9.4,6-5,220,L,L,Jan 5 1974,San Diego CA US,Drafted by the Minnesota Twins in the 1st round (13th pick) of the 1995 amateur draft. Player signed July 10 1995.,The Master's University (Santa Clarita CA) University of Oklahoma (Norman OK),Escondido HS (Escondido CA),Mark Allen,redmama01
163,Dan Reichert,23.004,Jul 16,Sep 25 2003,/1,KCR,-0.1,6-3,175,R,R,Jul 12 1976,Monterey CA US,Drafted by the Kansas City Royals in the 1st round (7th pick) of the 1997 amateur draft. Player signed July 16 1997.,University of the Pacific (Stockton CA),Turlock HS (Turlock CA),Daniel Robert,reichda01
164,Matt Riley,20.038,Sep 9,May 4 2005,/1,BAL,-0.1,6-1,205,L,L,Aug 2 1979,Antioch CA US,Drafted by the Baltimore Orioles in the 3rd round of the 1997 amateur draft. Player signed May 28 1998.,Sacramento City College (Sacramento CA),Liberty HS (Brentwood CA),Matthew Paul,rileyma01
165,David Riske,22.295,Aug 14,Aug 15 2010,1,CLE,7.4,6-2,175,R,R,Oct 23 1976,Renton WA US,Drafted by the Cleveland Indians in the 56th round of the 1996 amateur draft. Player signed October 21 1996.,Green River Community College (Auburn WA),Charles A. Lindbergh HS (Renton WA),David Richard,riskeda01
166,Dave Roberts,27.068,Aug 7,Sep 28 2008,8/H7,CLE,9.1,5-10,172,L,L,May 31 1972,Naha Okinawa JP,Drafted by the Detroit Tigers in the 28th round of the 1994 amateur draft. Player signed June 9 1994.,University of California Los Angeles (Los Angeles CA),Rancho Buena Vista HS (Vista CA),David Ray,roberda07
167,Willis Roberts,24.013,Jul 2,Aug 13 2004,/1,DET,0.8,6-3,175,R,R,Jun 19 1975,San Cristobal San Cristobal DO,Signed by the Detroit Tigers as an amateur free agent in 1992.,,San Cristobal (San Cristobal Dominican Republic),Willis Augusto,roberwi01
168,Liu Rodríguez,22.216,Jun 9,Oct 3 1999,46/HD5,CHW,-0.6,5-9,195,B,R,Nov 5 1976,Caracas Distrito Federal VE,Signed by the Chicago White Sox as an amateur free agent in 1995.,,Simon Rodriguez (Venezuela),Liubiemithz,rodrili01
169,Mike Romano,27.186,Sep 5,Sep 24 1999,/1,TOR,-0.3,6-2,195,B,R,Mar 3 1972,New Orleans LA US,Drafted by the Toronto Blue Jays in the 3rd round of the 1993 amateur draft. Player signed July 2 1993.,Tulane University (New Orleans LA),Chalmette HS (Chalmette LA),Michael Desport,romanmi01
170,J.C. Romero,23.103,Sep 15,Aug 22 2012,/1,MIN,7.8,5-11,205,B,L,Jun 4 1976,Rio Piedras PR,Drafted by the Minnesota Twins in the 21st round of the 1997 amateur draft. Player signed June 8 1997.,University of Mobile (Mobile AL),Berwing (San Juan Puerto Rico),Juan Carlos,romerj.01
171,Ryan Rupe,24.035,May 5,Jun 27 2003,1,TBD,-0.6,6-6,240,R,R,Mar 31 1975,Houston TX US,Drafted by the Tampa Bay Devil Rays in the 6th round of the 1998 amateur draft. Player signed June 7 1998.,Texas A&M University (College Station TX),Northbrook HS (Houston TX),Ryan Kittman,rupery01
172,B.J. Ryan,23.212,Jul 28,Jul 5 2009,/1,CIN,11.6,6-6,230,L,L,Dec 28 1975,Bossier City LA US,Drafted by the Cincinnati Reds in the 17th round of the 1998 amateur draft. Player signed June 9 1998.,Centenary College of Louisiana (Shreveport LA) University of Louisiana at Lafayette (Lafayette LA),Airline HS (Bossier City LA),Robert Victor,ryanb.01
173,Jason Ryan,23.215,Aug 24,Oct 1 2000,/1,MIN,0.4,6-3,185,B,R,Jan 21 1976,Long Branch NJ US,Drafted by the Chicago Cubs in the 9th round of the 1994 amateur draft. Player signed June 7 1994.,,Immaculata HS (Somerville NJ) Somerville HS (Somerville NJ),Jason Paul,ryanja04
174,Rob Ryan,26.057,Aug 20,Oct 7 2001,H/97,ARI,-0.1,5-11,190,L,L,Jun 24 1973,Havre MT US,Drafted by the Arizona Diamondbacks in the 26th round of the 1996 amateur draft. Player signed June 6 1996.,Washington State University (Pullman WA),Shadle Park HS (Spokane WA),Robert James,ryanro02
175,Erik Sabel,24.268,Jul 9,Jul 28 2002,/1,ARI,0.2,6-3,193,R,R,Oct 14 1974,Lafayette IN US,Drafted by the Arizona Diamondbacks in the 42nd round of the 1996 amateur draft. Player signed June 7 1996.,Tennessee Technological University (Cookeville TN),Harrison HS (West Lafayette IN),Erik Douglas,sabeler01
176,Anthony Sanders,25.055,Apr 26,Apr 18 2001,/D7H,TOR,-0.1,6-2,200,R,R,Mar 2 1974,Tucson AZ US,Drafted by the Toronto Blue Jays in the 7th round of the 1992 amateur draft. Player signed August 20 1992.,,Santa Rita HS (Tucson AZ),Anthony Marcus,sandean01
177,Scott Sauerbeck,27.147,Apr 5,Sep 23 2006,1,PIT,5.0,6-3,190,R,L,Nov 9 1971,Cincinnati OH US,Drafted by the New York Mets in the 23rd round of the 1994 amateur draft. Player signed June 7 1994.,Miami University of Ohio (Oxford OH),Northwest HS (Cincinnati OH),Scott William,sauersc01
178,Aaron Scheffer,23.302,Jun 13,Jun 20 1999,/1,SEA,-0.1,6-2,175,L,R,Aug 15 1975,Ypsilanti MI US,Signed by the Seattle Mariners as an amateur free agent in 1993.,,John Glenn HS (Westland MI),Aaron Alvin Marcus,schefaa01
179,Scott Schoeneweis,25.187,Apr 7,May 16 2010,1,ANA,2.9,6-0,186,L,L,Oct 2 1973,Long Branch NJ US,Drafted by the California Angels in the 3rd round of the 1996 amateur draft. Player signed June 14 1996.,Duke University (Durham NC),Lenape HS (Medford NJ),Scott David,schoesc01
180,Steve Schrenk,30.225,Jul 3,Jul 16 2000,1,PHI,0.1,6-3,185,R,R,Nov 20 1968,Chicago IL US,Drafted by the Chicago White Sox in the 4th round of the 1987 amateur draft. Player signed June 10 1987.,,North Marion HS (Aurora OR),Steven Wayne,schrest02
181,Chris Sexton,27.273,May 3,Oct 1 2000,4H/8679,COL,-0.5,5-11,180,R,R,Aug 3 1971,Cincinnati OH US,Drafted by the Cincinnati Reds in the 10th round of the 1993 amateur draft. Player signed June 5 1993.,Miami University of Ohio (Oxford OH),St. Xavier HS (Cincinnati OH),Christopher Philip,sextoch01
